Product_ID,Department,Product_Category,Price,Cost,Customer_Rating
F000544,Food,,6.99,5.42,3.8
H000545,Household,Cleaning Supplies,11.59,10.5,3.9
F000546,Food,Meat,16.99,13.11,4.9
F000547,Food,Frozen Foods,8.99,6.61,4.8
E000548,Electronics/General,Seasonal,83.99,59.58,3.1
F000549,Food,Frozen Foods,3.99,3.29,4.1
H000550,Household,Kitchen Supplies,5.79,4.27,3.5
H000551,Household,Paper Products,17.46,15.19,3.4
F000552,Food,Meat,20.29,14.87,4.4
F000553,Food,Frozen Foods,10.8,9.42,4.5
H000554,Household,Paper Products,17.29,11.67,3.8
H000555,Health & Beauty,Personal Care,22.99,15.04,5.0
H000556,Health & Beauty,Personal Care,16.99,11.71,3.7
F000557,Food,Snacks,2.54,2.22,4.2
F000558,Food,Meat,21.99,16.08,4.6
H000559,Health & Beauty,Cosmetics,34.99,22.9,4.3
F000560,Food,Snacks,2.31,2.02,3.8
H000561,Household,Cleaning Supplies,14.99,11.22,3.7
H000562,Household,Paper Products,19.99,14.29,3.7
F000563,Food,Frozen Foods,7.85,6.98,4.2
H000564,Household,Kitchen Supplies,18.39,16.69,4.2
F000565,Food,,1.31,1.55,4.1
F000566,Food,Snacks,13.48,12.22,4.0
H000567,Health & Beauty,Hair Care,22.99,15.29,3.8
F000568,Food,Canned Goods,11.99,9.5,4.3
H000569,Household,Cleaning Supplies,8.99,6.22,3.8
F000570,Food,Meat,10.91,9.55,4.0
F000571,Food,Canned Goods,7.99,6.05,4.0
F000572,Food,,5.49,4.05,4.6
F000573,Food,Snacks,4.99,3.97,4.9
F000574,Food,Meat,20.99,15.18,5.0
F000575,Food,Produce,7.88,7.39,4.8
F000576,Food,Canned Goods,1.99,1.44,4.1
F000577,Food,Frozen Foods,6.49,5.34,4.2
H000578,Health & Beauty,Cosmetics,21.99,14.98,4.3
H000579,Household,Laundry,15.99,11.39,4.0
F000580,Food,Beverages,1.79,1.41,4.5
H000581,Health & Beauty,Personal Care,17.99,12.08,4.4
F000582,Food,Bakery,5.99,4.39,3.9
F000583,Food,Snacks,12.49,10.02,5.0
F000584,Food,Frozen Foods,6.79,5.51,5.0
H000585,Health & Beauty,Medications,6.99,4.8,4.7
H000586,Health & Beauty,Cosmetics,3.99,2.65,3.3
H000587,Health & Beauty,Personal Care,20.79,13.9,4.4
F000588,Food,Meat,7.49,5.68,4.9
H000589,Household,Cleaning Supplies,13.99,9.81,4.2
H000590,Household,Home Decor,28.99,21.11,4.5
H000591,Household,Laundry,30.49,21.17,3.1
H000592,Household,Kitchen Supplies,13.99,9.42,3.6
H000593,Household,Laundry,31.99,22.83,4.9
H000594,Health & Beauty,Medications,34.99,24.79,3.9
H000595,Health & Beauty,Personal Care,24.99,17.56,4.5
F000596,Food,Meat,8.79,6.51,4.5
H000597,Household,Paper Products,6.99,4.71,3.9
F000598,Food,Meat,18.99,15.36,3.4
F000599,Food,Produce,12.99,10.09,2.8
H000600,Household,Cleaning Supplies,22.99,16.55,3.9
F000601,Food,Meat,20.49,16.66,4.7
F000602,Food,Beverages,7.14,6.46,4.2
F000603,Food,Produce,9.99,7.67,4.4
H000604,Household,Cleaning Supplies,6.99,4.84,4.2
F000605,Food,Produce,9.79,7.05,4.2
H000606,Household,Cleaning Supplies,16.81,15.7,3.7
F000607,Food,Frozen Foods,2.0,2.34,4.5
F000608,Food,Snacks,8.49,7.9,4.5
H000609,Household,Kitchen Supplies,10.71,9.86,4.5
F000610,Food,Frozen Foods,3.29,2.4,4.2
F000611,Food,,3.99,3.27,4.1
F000612,Food,Beverages,5.79,4.23,
H000613,Household,Cleaning Supplies,10.99,7.54,4.0
H000614,Health & Beauty,Personal Care,12.48,11.81,3.6
H000615,Household,Cleaning Supplies,22.99,16.22,5.0
H000616,Health & Beauty,Personal Care,17.99,12.82,2.6
H000617,Household,,18.92,17.03,3.3
H000618,Household,Paper Products,14.49,9.82,2.8
F000619,Food,Bakery,3.99,3.12,4.2
H000620,Household,Paper Products,11.79,9.07,4.2
H000621,Health & Beauty,Medications,46.99,29.61,5.0
E000622,Electronics/General,Office Supplies,50.79,36.72,3.8
F000623,Food,Produce,6.49,5.07,3.9
H000624,Health & Beauty,Hair Care,3.99,2.68,3.6
H000625,Household,Home Decor,37.99,27.0,4.2
H000626,Health & Beauty,Cosmetics,23.99,15.01,4.7
H000627,Household,Paper Products,11.99,8.94,3.2
H000628,Health & Beauty,Cosmetics,37.99,27.09,3.9
F000629,Food,Produce,4.0,3.59,4.3
F000630,Food,Snacks,14.99,10.97,4.5
F000631,Food,Produce,5.99,4.43,4.3
F000632,Food,Frozen Foods,11.99,8.9,4.3
H000633,Household,Home Decor,24.49,18.0,3.8
E000634,Electronics/General,Electronics,109.99,74.15,4.0
F000635,Food,Canned Goods,4.99,3.63,5.0
F000636,Food,Frozen Foods,11.99,9.42,4.9
F000637,Food,Produce,9.79,7.23,3.9
F000638,Food,Meat,16.99,14.0,4.0
F000639,Food,Beverages,12.99,10.24,3.8
H000640,Household,Home Decor,29.99,21.97,4.0
H000641,Health & Beauty,Medications,19.16,18.18,4.4
F000642,Food,Snacks,6.99,5.56,4.3
H000643,Health & Beauty,Medications,33.42,29.27,3.2
F000644,Food,Canned Goods,4.61,5.43,4.0
F000645,Food,Dairy,14.2,13.35,4.5
F000646,Food,Produce,8.99,7.09,4.1
F000647,Food,Meat,14.59,11.58,3.5
H000648,Household,Kitchen Supplies,3.26,3.02,4.4
H000649,Health & Beauty,,3.49,2.35,4.2
H000650,Household,Kitchen Supplies,13.99,9.93,3.8
F000651,Food,,3.99,2.87,3.4
H000652,Health & Beauty,Cosmetics,27.71,24.67,4.7
F000653,Food,Dairy,8.99,6.61,4.5
F000654,Food,Snacks,13.49,9.65,3.9
H000655,Health & Beauty,Personal Care,14.38,12.73,4.3
H000656,Health & Beauty,Personal Care,23.79,16.24,4.7
H000657,Health & Beauty,Medications,39.29,26.51,4.9
F000658,Food,Snacks,3.99,2.89,4.0
H000659,Household,Kitchen Supplies,11.49,8.4,4.1
H000660,Health & Beauty,Cosmetics,39.79,26.24,3.5
F000661,Food,Frozen Foods,12.99,10.3,4.9
H000662,Household,Cleaning Supplies,16.99,11.35,3.7
F000663,Food,Frozen Foods,14.99,11.64,3.9
F000664,Food,Beverages,11.99,9.83,4.2
F000665,Food,Beverages,13.99,10.08,4.2
F000666,Food,Dairy,3.99,2.96,4.7
H000667,Health & Beauty,Medications,37.99,26.16,4.3
H000668,Household,Laundry,29.99,21.29,4.1
F000669,Food,Canned Goods,2.39,2.14,4.1
F000670,Food,,5.79,4.68,4.3
H000671,Household,Laundry,23.01,20.66,4.5
F000672,Food,Beverages,6.98,6.34,4.3
F000673,Food,Frozen Foods,4.61,5.12,4.9
F000674,Food,Frozen Foods,1.99,1.47,
F000675,Food,Dairy,1.99,,3.8
H000676,Health & Beauty,Cosmetics,14.99,9.66,4.4
F000677,Food,Frozen Foods,6.49,4.78,5.0
F000678,Food,Canned Goods,8.99,6.56,4.9
F000679,Food,,10.79,8.26,3.9
F000680,Food,Snacks,14.99,11.86,4.7
F000681,Food,Canned Goods,8.99,6.6,4.5
F000682,Food,Bakery,9.99,7.34,4.3
F000683,Food,Snacks,8.99,7.37,4.6
F000684,Food,Beverages,14.99,11.14,4.4
E000685,Electronics/General,Electronics,97.99,73.21,3.2
H000686,Household,Kitchen Supplies,4.99,3.36,4.8
H000687,Health & Beauty,Medications,9.49,6.4,3.4
F000688,Food,Canned Goods,3.99,2.89,3.6
E000689,Electronics/General,Seasonal,107.99,77.57,2.7
F000690,Food,Snacks,9.31,9.89,4.3
F000691,Food,Beverages,3.08,2.84,4.2
H000692,Health & Beauty,Hair Care,21.99,14.83,4.2
H000693,Household,Kitchen Supplies,7.99,5.78,3.2
F000694,Food,Beverages,13.79,9.95,4.6
F000695,Food,Dairy,2.99,2.29,4.2
H000696,Household,Kitchen Supplies,6.99,5.24,3.4
F000697,Food,Canned Goods,1.99,1.6,4.9
H000698,Household,Paper Products,8.99,6.49,4.3
F000699,Food,Meat,3.49,2.67,4.2
F000700,Food,,1.99,1.54,3.7
H000701,Health & Beauty,Personal Care,25.99,18.5,5.0
F000702,Food,Produce,6.19,5.39,3.5
F000703,Food,Meat,18.21,16.97,4.7
F000704,Food,Frozen Foods,12.99,10.38,4.9
H000705,Household,Kitchen Supplies,21.29,15.54,4.2
H000706,Household,Home Decor,16.99,12.37,4.7
H000707,Health & Beauty,Cosmetics,39.99,26.85,5.0
H000708,Health & Beauty,Hair Care,29.99,20.65,4.2
F000709,Food,Beverages,11.79,9.76,4.4
F000710,Food,Canned Goods,2.24,2.05,
F000711,Food,Snacks,13.99,11.33,4.9
H000712,Health & Beauty,Cosmetics,9.99,7.09,3.3
H000713,Health & Beauty,Medications,21.99,15.57,3.1
F000714,Food,Snacks,11.99,8.87,4.1
H000715,Health & Beauty,Medications,18.99,12.41,4.1
H000716,Health & Beauty,Medications,46.99,32.78,3.7
F000717,Food,Snacks,12.99,10.72,3.6
H000718,Household,Cleaning Supplies,15.49,11.5,2.5
H000719,Health & Beauty,Hair Care,10.99,7.64,4.1
F000720,Food,Snacks,11.15,9.75,4.6
H000721,Household,Paper Products,15.99,11.14,4.1
H000722,Household,Laundry,28.99,21.03,5.0
F000723,Food,Canned Goods,14.99,10.87,3.9
F000724,Food,Bakery,9.99,8.0,4.5
E000725,Electronics/General,Electronics,136.79,92.98,3.2
F000726,Food,Dairy,13.99,10.62,4.4
F000727,Food,Meat,10.59,7.74,4.4
H000728,Household,Kitchen Supplies,11.49,7.87,4.3
H000729,Household,Home Decor,37.99,28.71,4.7
H000730,Household,Laundry,11.99,,3.8
H000731,Health & Beauty,Personal Care,24.99,15.73,2.9
H000732,Health & Beauty,Medications,15.99,10.37,5.0
F000733,Food,Produce,10.99,9.12,3.8
F000734,Food,Canned Goods,2.99,2.31,5.0
F000735,Food,Frozen Foods,14.79,12.11,5.0
H000736,Health & Beauty,Medications,10.99,7.66,5.0
F000737,Food,Bakery,9.99,7.57,4.3
H000738,Health & Beauty,Hair Care,16.99,11.17,5.0
F000739,Food,Canned Goods,13.79,10.58,3.8
F000740,Food,Produce,8.99,6.45,4.3
F000741,Food,Produce,9.79,7.71,4.3
F000742,Food,Frozen Foods,7.99,6.66,4.6
F000743,Food,Frozen Foods,12.59,10.19,4.0
F000744,Food,Produce,2.05,1.83,5.0
F000745,Food,Canned Goods,10.99,9.13,3.5
F000746,Food,Bakery,10.79,8.21,4.1
F000747,Food,Bakery,1.48,1.38,4.5
F000748,Food,Dairy,11.99,8.7,3.9
F000749,Food,Snacks,1.99,1.54,4.3
H000750,Health & Beauty,Personal Care,26.49,16.7,3.1
E000751,Electronics/General,Toys,72.99,50.35,2.9
H000752,Health & Beauty,Cosmetics,10.78,9.96,4.0
F000753,Food,Dairy,5.99,4.6,4.6
H000754,Household,Home Decor,33.99,23.82,5.0
F000755,Food,Meat,12.99,9.74,4.4
F000756,Food,Snacks,2.99,2.48,4.0
F000757,Food,Frozen Foods,11.49,9.33,5.0
E000758,Electronics/General,Seasonal,67.99,46.55,4.7
H000759,Household,Cleaning Supplies,3.99,2.69,4.8
E000760,Electronics/General,Office Supplies,47.99,35.42,2.7
F000761,Food,Meat,22.29,17.88,4.4
H000762,Household,Home Decor,30.99,22.78,4.5
H000763,Household,Laundry,5.99,4.32,3.1
H000764,Household,Paper Products,8.79,6.15,4.1
F000765,Food,,2.49,1.89,4.4
F000766,Food,Frozen Foods,12.99,9.68,4.9
F000767,Food,Produce,5.99,4.65,3.8
F000768,Food,Frozen Foods,10.99,8.54,4.7
H000769,Household,Cleaning Supplies,3.99,2.74,4.9
H000770,Household,Kitchen Supplies,20.99,14.34,3.2
H000771,Household,Paper Products,18.99,13.82,4.1
F000772,Food,Beverages,11.15,9.92,3.9
F000773,Food,Produce,3.99,3.15,3.5
F000774,Food,Bakery,4.11,3.74,4.6
H000775,Household,Home Decor,18.99,13.48,3.7
F000776,Food,Canned Goods,2.99,2.36,3.4
H000777,Health & Beauty,Medications,33.99,23.02,3.6
F000778,Food,Dairy,6.99,5.16,4.2
F000779,Food,Beverages,8.83,8.17,4.7
H000780,Health & Beauty,Hair Care,11.99,7.97,3.9
F000781,Food,Beverages,6.99,5.16,3.7
H000782,Household,Paper Products,22.99,16.94,4.5
F000783,Food,Frozen Foods,2.49,1.8,4.6
H000784,Health & Beauty,Cosmetics,15.99,10.95,4.8
H000785,Household,Paper Products,6.99,4.71,3.2
H000786,Household,Paper Products,14.49,9.83,4.0
H000787,Household,Cleaning Supplies,10.99,8.4,4.5
H000788,Household,Cleaning Supplies,17.05,16.2,4.6
H000789,Household,Paper Products,15.49,10.91,3.4
F000790,Food,Canned Goods,1.34,1.19,4.5
H000791,Household,Cleaning Supplies,13.93,13.01,3.7
F000792,Food,Produce,7.99,6.37,4.4
H000793,Household,Kitchen Supplies,8.99,6.58,3.9
F000794,Food,Frozen Foods,1.99,1.54,4.7
E000795,Electronics/General,Office Supplies,69.79,49.58,4.7
F000796,Food,Dairy,11.99,9.2,4.0
F000797,Food,Bakery,6.99,5.55,5.0
F000798,Food,Dairy,6.29,4.78,4.4
E000799,Electronics/General,Seasonal,6.29,4.48,4.4
F000800,Food,Snacks,10.99,8.18,4.5
F000801,Food,Beverages,9.99,7.49,4.3
H000802,Health & Beauty,Medications,6.59,4.24,4.5
H000803,Household,Laundry,15.29,10.78,4.1
H000804,Household,Cleaning Supplies,10.59,8.07,3.7
H000805,Household,Home Decor,6.99,5.09,4.4
F000806,Food,Frozen Foods,12.99,9.78,4.3
H000807,Health & Beauty,Cosmetics,3.49,2.21,4.5
F000808,Food,Beverages,11.49,9.45,4.6
H000809,Household,Laundry,18.59,13.21,4.3
E000810,Electronics/General,Toys,46.29,33.26,4.6
H000811,Household,Cleaning Supplies,17.33,15.63,3.8
F000812,Food,,8.99,7.3,4.2
F000813,Food,Beverages,9.99,7.25,5.0
E000814,Electronics/General,Electronics,208.29,149.87,
F000815,Food,Frozen Foods,6.99,5.56,3.7
H000816,Household,Paper Products,4.99,3.55,4.7
F000817,Food,Bakery,11.29,9.0,3.8
E000818,Electronics/General,Toys,64.99,44.19,4.1
H000819,Household,Paper Products,12.99,9.57,5.0
F000820,Food,Bakery,1.99,1.44,4.7
F000821,Food,Snacks,1.99,1.63,3.8
H000822,Household,Paper Products,5.99,4.14,2.9
F000823,Food,Beverages,9.79,7.19,3.5
H000824,Household,Kitchen Supplies,7.99,5.62,5.0
F000825,Food,Canned Goods,8.79,6.4,4.1
F000826,Food,Canned Goods,7.79,5.9,3.8
F000827,Food,Bakery,7.99,6.12,4.3
F000828,Food,Produce,3.99,2.93,4.3
F000829,Food,Produce,10.99,8.73,4.3
H000830,Household,Cleaning Supplies,16.49,12.2,4.6
H000831,Household,Cleaning Supplies,14.59,10.77,4.5
F000832,Food,Canned Goods,12.99,9.81,4.2
F000833,Food,Beverages,1.99,1.65,4.7
E000834,Electronics/General,,85.99,65.31,3.7
F000835,Food,Frozen Foods,2.99,2.47,4.9
F000836,Food,Frozen Foods,11.99,9.7,4.0
F000837,Food,Dairy,10.99,8.89,4.4
F000838,Food,Dairy,2.99,2.49,3.8
H000839,Health & Beauty,Medications,14.99,10.62,4.2
F000840,Food,Beverages,3.99,3.18,4.0
F000841,Food,Frozen Foods,12.99,10.1,3.3
E000842,Electronics/General,Seasonal,40.99,30.36,2.9
F000843,Food,Canned Goods,9.99,7.92,4.8
F000844,Food,Dairy,10.99,8.59,4.4
H000845,Household,,4.49,3.07,4.0
H000846,Household,Kitchen Supplies,23.99,17.91,3.7
F000847,Food,Meat,12.49,10.23,3.4
F000848,Food,Bakery,2.79,2.06,3.7
H000849,Health & Beauty,Medications,14.99,9.8,4.3
F000850,Food,Dairy,11.99,9.64,4.2
H000851,Household,Cleaning Supplies,17.28,15.98,3.9
F000852,Food,Snacks,14.99,12.05,4.6
F000853,Food,Dairy,8.99,6.98,3.8
E000854,Electronics/General,Seasonal,103.99,73.24,4.5
H000855,Household,Home Decor,20.99,15.31,3.9
F000856,Food,,1.99,1.48,
H000857,Health & Beauty,Hair Care,10.99,7.01,4.2
F000858,Food,Dairy,15.99,13.14,5.0
H000859,Household,Paper Products,21.99,15.76,3.3
H000860,Health & Beauty,Hair Care,14.99,9.7,3.5
F000861,Food,Produce,5.49,4.26,4.7
F000862,Food,Canned Goods,2.99,2.41,4.8
H000863,Health & Beauty,Medications,25.59,16.58,3.6
F000864,Food,Produce,3.99,3.24,3.5
H000865,Household,Kitchen Supplies,10.79,7.38,4.1
H000866,Household,Cleaning Supplies,5.99,4.23,3.7
F000867,Food,Snacks,9.79,8.04,4.2
H000868,Household,Cleaning Supplies,21.99,16.14,3.7
H000869,Household,,8.3,7.53,3.4
F000870,Food,Beverages,12.99,9.56,3.8
F000871,Food,Canned Goods,10.99,9.0,4.2
F000872,Food,Dairy,2.49,1.87,5.0
H000873,Household,Cleaning Supplies,5.49,3.72,4.7
F000874,Food,,14.99,11.28,3.8
H000875,Health & Beauty,Cosmetics,23.99,16.5,4.3
F000876,Food,Bakery,5.99,7.08,5.0
F000877,Food,Dairy,1.99,1.44,3.9
F000878,Food,Produce,6.24,5.52,4.0
H000879,Health & Beauty,,28.49,18.29,3.9
H000880,Health & Beauty,Hair Care,21.99,14.02,3.5
E000881,Electronics/General,,75.49,57.72,4.2
H000882,Health & Beauty,Medications,45.99,32.04,3.8
F000883,Food,Frozen Foods,8.79,6.42,4.9
H000884,Health & Beauty,Cosmetics,32.99,21.09,4.0
F000885,Food,Bakery,9.99,7.77,3.6
F000886,Food,Meat,10.08,9.39,4.6
F000887,Food,Bakery,8.49,7.01,3.3
E000888,Electronics/General,Seasonal,47.79,33.07,4.1
F000889,Food,Snacks,7.99,6.57,4.4
F000890,Food,Dairy,15.49,12.08,4.4
F000891,Food,Bakery,7.99,6.38,4.3
F000892,Food,Snacks,10.99,9.04,3.4
F000893,Food,Beverages,7.26,6.45,5.0
H000894,Household,Home Decor,16.07,14.45,3.9
F000895,Food,Meat,13.99,10.54,3.8
F000896,Food,Beverages,14.99,11.74,4.1
H000897,Household,Paper Products,22.99,15.88,2.8
F000898,Food,Dairy,10.99,8.17,3.4
F000899,Food,Snacks,5.99,4.58,4.4
F000900,Food,,1.99,1.44,4.7
F000901,Food,Bakery,8.99,6.54,4.9
F000902,Food,Bakery,4.99,4.05,4.1
H000903,Health & Beauty,Personal Care,6.99,4.55,4.8
F000904,Food,Bakery,9.79,7.15,4.4
F000905,Food,Snacks,2.99,2.33,3.5
H000906,Household,Cleaning Supplies,12.99,9.62,4.7
F000907,Food,,4.78,4.39,4.2
H000908,Household,Cleaning Supplies,22.99,16.16,4.7
F000909,Food,Produce,7.74,7.34,4.3
F000910,Food,Produce,10.99,9.1,3.3
H000911,Health & Beauty,,3.49,2.33,4.3
F000912,Food,,12.99,10.19,3.8
F000913,Food,Canned Goods,1.99,1.55,3.3
F000914,Food,Beverages,9.79,8.04,4.8
H000915,Household,Laundry,24.51,22.67,4.2
F000916,Food,,4.99,3.61,4.5
H000917,Household,Home Decor,6.99,5.23,4.0
F000918,Food,Frozen Foods,3.59,2.87,3.3
F000919,Food,Bakery,11.99,9.34,4.2
F000920,Food,Beverages,11.62,10.84,4.1
F000921,Food,Meat,2.03,2.26,5.0
F000922,Food,Frozen Foods,12.41,11.15,3.8
H000923,Household,Home Decor,7.99,5.35,4.0
F000924,Food,Produce,3.12,2.88,4.5
F000925,Food,Dairy,10.99,8.75,3.9
F000926,Food,Dairy,16.99,13.74,4.2
H000927,Health & Beauty,Hair Care,3.99,2.62,2.3
H000928,Health & Beauty,Hair Care,14.99,9.8,4.2
H000929,Household,Paper Products,14.99,10.4,4.6
F000930,Food,Snacks,12.99,10.12,3.8
F000931,Food,Snacks,10.6,9.57,4.9
H000932,Health & Beauty,Personal Care,20.29,13.47,5.0
F000933,Food,Snacks,1.99,1.49,3.5
H000934,Health & Beauty,Hair Care,23.99,16.05,3.5
F000935,Food,Snacks,8.99,7.1,4.0
F000936,Food,Produce,4.79,3.86,4.7
H000937,Household,Cleaning Supplies,10.99,8.39,3.0
H000938,Health & Beauty,Hair Care,18.81,16.67,4.2
F000939,Food,Canned Goods,7.99,5.74,3.9
F000940,Food,Frozen Foods,10.99,8.02,4.2
H000941,Health & Beauty,Personal Care,18.56,17.39,3.9
H000942,Household,,10.99,7.97,5.0
H000943,Household,Home Decor,13.13,11.6,3.1
E000944,Electronics/General,Electronics,63.99,44.42,2.7
H000945,Household,,7.35,6.42,2.8
F000946,Food,Bakery,10.49,8.05,4.6
H000947,Household,Kitchen Supplies,16.29,11.21,3.6
F000948,Food,Frozen Foods,8.95,8.36,4.5
F000949,Food,Frozen Foods,11.99,9.52,4.3
H000950,Household,Laundry,17.99,12.21,4.0
H000951,Health & Beauty,Hair Care,14.99,10.63,4.2
H000952,Health & Beauty,Cosmetics,41.99,27.37,4.7
F000953,Food,Meat,13.24,12.18,4.6
H000954,Household,Cleaning Supplies,6.58,5.91,3.5
H000955,Household,Cleaning Supplies,9.99,7.44,4.0
H000956,Household,Laundry,6.99,4.99,3.9
F000957,Food,Bakery,2.59,1.97,3.4
F000958,Food,Frozen Foods,1.27,1.45,3.7
F000959,Food,Meat,16.99,13.41,3.6
H000960,Health & Beauty,Hair Care,27.99,19.1,4.4
F000961,Food,Bakery,6.99,5.47,3.8
H000962,Health & Beauty,Medications,17.99,11.46,4.7
F000963,Food,Bakery,9.99,7.14,4.4
F000964,Food,Produce,6.99,5.8,4.3
F000965,Food,Dairy,11.99,9.35,4.1
H000966,Health & Beauty,Hair Care,5.99,3.94,3.5
H000967,Health & Beauty,Cosmetics,18.99,13.23,5.0
E000968,Electronics/General,Electronics,54.99,37.28,2.9
F000969,Food,Produce,0.99,0.74,4.5
F000970,Food,Dairy,9.99,7.14,4.9
F000971,Food,Dairy,17.99,14.69,4.4
H000972,Health & Beauty,Hair Care,10.99,7.85,4.6
H000973,Household,Laundry,12.99,9.74,4.9
H000974,Health & Beauty,Hair Care,21.79,14.06,4.4
E000975,Electronics/General,Office Supplies,30.49,21.36,4.0
H000976,Household,Kitchen Supplies,11.29,10.1,3.0
H000977,Health & Beauty,Personal Care,25.79,17.05,3.4
F000978,Food,Beverages,5.99,4.37,4.8
F000979,Food,,14.49,11.77,4.1
H000980,Health & Beauty,Medications,24.99,17.79,5.0
F000981,Food,Dairy,1.79,1.42,4.1
F000982,Food,Snacks,7.99,5.86,4.3
F000983,Food,Meat,6.99,5.76,3.5
H000984,Health & Beauty,Cosmetics,7.99,5.16,3.1
H000985,Household,Home Decor,10.59,7.84,3.6
F000986,Food,,4.49,3.27,4.1
H000987,Household,Paper Products,16.99,12.77,4.7
H000988,Health & Beauty,Medications,23.99,16.08,5.0
H000989,Household,Kitchen Supplies,10.49,7.5,4.4
F000990,Food,Produce,9.39,8.53,3.9
F000991,Food,Bakery,4.99,3.65,4.2
F000992,Food,Frozen Foods,10.99,7.85,3.9
H000993,Household,Kitchen Supplies,13.11,11.85,2.7
F000994,Food,Snacks,5.57,5.14,4.4
H000995,Household,Cleaning Supplies,3.99,2.95,4.2
F000996,Food,Produce,9.99,7.18,5.0
E000997,Electronics/General,Office Supplies,8.99,6.06,3.9
F000998,Food,Produce,2.75,3.19,3.6
H000999,Household,Paper Products,20.99,14.99,4.0
H001000,Household,Paper Products,5.99,4.48,4.0
H001001,Health & Beauty,Personal Care,12.99,9.16,4.4
E001002,Electronics/General,Seasonal,120.99,82.05,3.0
H001003,Health & Beauty,Medications,17.49,11.66,3.7
F001004,Food,,12.99,9.83,3.7
F001005,Food,Frozen Foods,8.99,6.65,4.0
H001006,Household,Paper Products,4.99,3.58,4.3
H001007,Household,Paper Products,6.99,4.69,3.8
H001008,Household,Cleaning Supplies,15.99,10.96,3.7
F001009,Food,Canned Goods,7.99,6.2,4.0
F001010,Food,Produce,8.99,6.76,4.9
H001011,Household,Laundry,22.9,20.96,3.5
H001012,Household,Paper Products,15.99,12.2,3.4
H001013,Household,Laundry,27.99,21.32,4.1
H001014,Household,Cleaning Supplies,7.99,5.56,3.4
F001015,Food,Beverages,1.29,0.98,3.6
H001016,Household,Kitchen Supplies,17.99,12.62,4.7
H001017,Household,Paper Products,16.99,11.84,5.0
H001018,Household,Paper Products,8.99,6.17,3.6
F001019,Food,Beverages,11.07,10.07,4.6
F001020,Food,Meat,4.79,3.55,3.7
F001021,Food,Dairy,7.79,5.68,4.2
H001022,Household,Kitchen Supplies,17.99,13.05,4.2
H001023,Health & Beauty,Medications,45.99,29.32,4.6
F001024,Food,Produce,9.99,7.82,4.3
F001025,Food,Produce,8.29,6.25,2.7
F001026,Food,Frozen Foods,9.3,8.3,4.3
F001027,Food,Canned Goods,12.99,10.31,3.8
H001028,Health & Beauty,Personal Care,28.49,19.28,3.2
F001029,Food,Canned Goods,9.42,8.77,4.8
F001030,Food,Frozen Foods,9.99,7.26,4.4
F001031,Food,Meat,7.59,6.12,4.2
F001032,Food,Frozen Foods,9.99,8.1,2.9
H001033,Household,Home Decor,24.99,17.4,3.0
H001034,Household,Cleaning Supplies,12.99,9.12,3.7
H001035,Household,Cleaning Supplies,23.99,16.49,3.4
F001036,Food,Meat,15.99,13.21,3.7
F001037,Food,Bakery,1.28,1.47,4.5
F001038,Food,Snacks,13.99,11.44,4.0
F001039,Food,Produce,8.5,7.74,4.7
F001040,Food,Snacks,12.79,9.78,5.0
H001041,Household,Kitchen Supplies,6.99,4.8,4.5
F001042,Food,Produce,5.99,4.8,4.6
H001043,Household,Paper Products,18.99,14.34,3.9
H001044,Household,Home Decor,20.42,18.01,4.3
H001045,Household,Cleaning Supplies,13.49,9.97,4.8
H001046,Household,Home Decor,38.99,29.77,4.1
F001047,Food,Bakery,4.99,3.59,4.9
F001048,Food,Snacks,7.04,7.9,4.6
F001049,Food,Canned Goods,3.99,3.05,3.9
H001050,Household,Paper Products,20.99,15.04,4.6
H001051,Household,Kitchen Supplies,8.99,6.1,4.2
H001052,Health & Beauty,Medications,30.99,21.12,4.3
F001053,Food,,4.99,3.98,4.2
E001054,Electronics/General,Office Supplies,10.99,8.11,2.6
F001055,Food,,2.99,2.22,4.7
H001056,Household,Paper Products,2.99,2.05,3.9
F001057,Food,Meat,20.99,16.27,5.0
H001058,Household,Laundry,12.99,8.81,4.5
F001059,Food,Canned Goods,4.29,3.41,4.1
H001060,Health & Beauty,Medications,37.99,26.43,4.7
F001061,Food,Produce,5.1,4.56,4.8
F001062,Food,Frozen Foods,3.99,3.19,4.2
F001063,Food,Produce,9.49,7.81,3.9
F001064,Food,Meat,2.6,2.3,4.4
F001065,Food,Meat,14.79,10.58,2.8
H001066,Household,Laundry,18.59,,3.2
F001067,Food,Dairy,12.99,9.93,4.7
F001068,Food,Meat,12.79,10.64,3.9
F001069,Food,Meat,1.79,1.34,3.4
F001070,Food,Beverages,8.99,7.31,4.3
E001071,Electronics/General,Electronics,99.99,70.78,5.0
F001072,Food,Frozen Foods,12.34,11.3,4.3
F001073,Food,Dairy,7.99,6.15,5.0
H001074,Household,Kitchen Supplies,9.99,7.01,4.8
H001075,Household,Kitchen Supplies,14.99,10.84,3.8
F001076,Food,Canned Goods,5.99,4.59,3.9
F001077,Food,Meat,2.99,2.14,4.7
F001078,Food,Bakery,6.99,5.22,3.8
F001079,Food,Canned Goods,10.77,9.43,5.0
F001080,Food,,13.79,9.95,4.7
H001081,Health & Beauty,Cosmetics,41.99,27.77,3.4
F001082,Food,Bakery,11.99,9.37,4.7
E001083,Electronics/General,Electronics,148.59,111.83,4.4
F001084,Food,Meat,17.99,14.62,4.6
H001085,Health & Beauty,Cosmetics,17.99,11.9,5.0
F001086,Food,Bakery,9.91,8.63,3.7
